Facility Name,Email,Division,District,Reporting Date,Status,Verified,Suspected cases,Confirmed cases,Suspected deaths,Confirmed deaths,Admitted,Discharged,Serum samples sent,,,,,,,,,,
Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,Khulna,Satkhira,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Shaheed Monsur Ali Medcial College Hospital, Uttara",smamch.1995@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,1,1,,,,,,,,,,,
Shaheed Suhrawardy Medical College Hospital,ssh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,48,14,0,0,43,6,,,,,,,,,,,
Shariatpur Civil Surgeon Office,shariatpur@cs.dghs.gov.bd,Dhaka,Shariatpur,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,Mymensingh,Sherpur,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,Mymensingh,Sherpur,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Sir Salimullah Medical College, mitford Hospital Dhaka",mitford@hospi.dghs.gov.bd,Dhaka,Dhaka,4/18/2026,,,10,0,0,0,1,1,,,,,,,,,,,
Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,Rajshahi,Sirajganj,4/18/2026,,,2,2,0,0,2,5,,,,,,,,,,,
Square Hospital Lt,muktadir@squarehospital.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,Sylhet,Sunamganj,4/18/2026,,,4,0,0,0,4,4,,,,,,,,,,,
Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,Sylhet,Sylhet,4/18/2026,,,6,0,0,0,5,4,,,,,,,,,,,
Tangail Civil Surgeon Office,tangail@cs.dghs.gov.bd,Dhaka,Tangail,4/18/2026,,,62,1,0,0,19,18,,,,,,,,,,,
Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,Rangpur,Thakurgaon,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
United Medical College Hospital,unknown@umch.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Universal medical college hospital,umcrc2022@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,1,0,0,1,0,,,,,,,,,,,
Uttara Crescent Hospital,shuvo.uch@gmail.com,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Zainul Haque Sikder Women's Medical College & Hospital (pvt) Ltd. Gulshan.,info@sikderhospital.net,Dhaka,Dhaka,4/18/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Ad-din Medical College Hospital, Moghbazar, Dhaka-1217",mdshihab886@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Aichi Hospital Ltd.,sabik.aichi@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,1,0,0,0,3,,,,,,,,,,,
AMZ Hospital Ltd.,amzhospitalltd.mis10699@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Anwer Khan Modern Medical College Hospital,akmmchcovid19@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,8,0,0,2,2,,,,,,,,,,,
Asgar Ali Hospital,zahidulhaq@asgaralihospital.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,Khulna,Bagerhat,4/19/2026,,,2,0,0,0,2,3,,,,,,,,,,,
Bandarban Civil Surgeon Office,bandarban@cs.dghs.gov.bd,Chattogram,Bandarban,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bangladesh medical University,bmu@example.com,Dhaka,Dhaka,4/19/2026,,,8,8,0,0,8,2,,,,,,,,,,,
Bangladesh Shishu Hospital & Institute,epiddsh@gmail.com,Dhaka,Dhaka,4/19/2026,,,10,0,0,0,10,12,,,,,,,,,,,
Bangladesh Specialized Hospital PLC,bshl.dhaka@gmail.com,Dhaka,Dhaka,4/19/2026,,,2,1,0,0,2,1,,,,,,,,,,,
Barguna Civil Surgeon Office,barguna@cs.dghs.gov.bd,Barisal,Barguna,4/19/2026,,,39,0,0,0,5,23,,,,,,,,,,,
Barisal Civil Surgeon Office,barisal@cs.dghs.gov.bd,Barisal,Barisal,4/19/2026,,,18,0,0,0,11,3,,,,,,,,,,,
Bhola Civil Surgeon Office,bhola@cs.dghs.gov.bd,Barisal,Bhola,4/19/2026,,,6,0,1,0,6,6,,,,,,,,,,,
BIRDEM Women & Children Hospital,birdem-2@dab-bd.org,Dhaka,Dhaka,4/19/2026,,,1,0,0,0,1,2,,,,,,,,,,,
Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,Rajshahi,Bogura,4/19/2026,,,3,0,0,0,12,9,,,,,,,,,,,
Brahmanbaria Civil Surgeon Office,brahmanbaria@cs.dghs.gov.bd,Chattogram,Brahmanbaria,4/19/2026,,,4,1,0,0,4,0,,,,,,,,,,,
BRB Hospital Ltd,rasel.hr@brbhospital.com,Dhaka,Dhaka,4/19/2026,,,1,0,0,0,1,0,,,,,,,,,,,
Central Police Hospital Rajarbag Dhaka,unkown@cph.gov.bd,Dhaka,Dhaka,4/19/2026,,,0,2,0,0,0,1,,,,,,,,,,,
Chandpur Civil Surgeon Office,chandpur@cs.dghs.gov.bd,Chattogram,Chandpur,4/19/2026,,,11,0,0,0,11,1,,,,,,,,,,,
chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,Rajshahi,chapainawabganj,4/19/2026,,,29,0,0,0,29,24,,,,,,,,,,,
Chattogram Civil Surgeon Office,chittagong@cs.dghs.gov.bd,Chattogram,Chattogram,4/19/2026,,,23,2,0,0,23,19,,,,,,,,,,,
Chuadanga Civil Surgeon Office,chuadanga@cs.dghs.gov.bd,Khulna,Chuadanga,4/19/2026,,,2,0,0,0,2,1,,,,,,,,,,,
Continental Hospital,continental@example.com,Dhaka,Dhaka,4/19/2026,,,1,0,0,0,1,2,,,,,,,,,,,
Cox's Bazar Civil Surgeon Office,coxsbazar@cs.dghs.gov.bd,Chattogram,Cox's Bazar,4/19/2026,,,41,0,0,0,41,52,,,,,,,,,,,
Cumilla Civil Surgeon Office,cumilla@cs.dghs.gov.bd,Chattogram,Cumilla,4/19/2026,,,50,0,0,0,42,22,,,,,,,,,,,
DELTA HOSPITAL LIMITED,amiruldelta@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Dhaka Central International Medical College & Hospital,admin@dcimch.com,Dhaka,Dhaka,4/19/2026,,,3,3,0,0,3,2,,,,,,,,,,,
Dhaka Civil Surgeon Office,dhaka@cs.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,20,0,0,0,12,4,,,,,,,,,,,
Dhaka medical College hospital,dmch@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,5,5,0,0,5,5,,,,,,,,,,,
Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,Rangpur,Dinajpur,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",dncc.covid@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,220,72,0,0,111,81,,,,,,,,,,,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",mrkhan.shishu@gmail.com,Dhaka,Dhaka,4/19/2026,,,29,10,0,0,10,12,,,,,,,,,,,
Enam Medical College & Hospital,info@emch.com.bd,Dhaka,Dhaka,4/19/2026,,,0,1,0,0,2,4,,,,,,,,,,,
Evercare Hospital Dhaka,mrdept@evercarebd.com,Dhaka,Dhaka,4/19/2026,,,1,2,0,0,1,1,,,,,,,,,,,
EXIM Bank Hospital,barikkhan1962@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Faridpur Civil Surgeon Office,faridpur@cs.dghs.gov.bd,Dhaka,Faridpur,4/19/2026,,,36,0,1,0,35,7,,,,,,,,,,,
Feni Civil Surgeon Office,feni@cs.dghs.gov.bd,Chattogram,Feni,4/19/2026,,,0,0,0,0,2,5,,,,,,,,,,,
Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,Rangpur,Gaibandha,4/19/2026,,,3,0,0,0,3,1,,,,,,,,,,,
Gazipur Civil Surgeon Office,gazipur@cs.dghs.gov.bd,Dhaka,Gazipur,4/19/2026,,,23,19,0,0,23,25,,,,,,,,,,,
Gopalganj  Civil Surgeon Office,gopalganj@cs.dghs.gov.bd,Dhaka,Gopalganj  ,4/19/2026,,,15,0,0,0,15,18,,,,,,,,,,,
Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,Sylhet,Habiganj,4/19/2026,,,3,0,0,0,3,3,,,,,,,,,,,
Hi-Care General Hospital Ltd.,hicare13@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Holy Family Red Crescent Medical College Hospital,hfrcmchdhaka@yahoo.com,Dhaka,Dhaka,4/19/2026,,,0,3,0,0,0,3,,,,,,,,,,,
Ibn Sina Hospital,ibnsinahospitaldhanmondidengue@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",kidh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,49,7,0,0,7,19,,,,,,,,,,,
Insaf Barakah Kidney & General Hospital,insafbarakah@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,Mymensingh,Jamalpur,4/19/2026,,,3,0,0,0,3,5,,,,,,,,,,,
Japan Bangladesh Friendship Hospital Ltd.,jbfh24@yahoo.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
jashore Civil Surgeon Office,jashore@cs.dghs.gov.bd,Khulna,jashore,4/19/2026,,,7,0,0,0,7,2,,,,,,,,,,,
Jhalakathi Civil Surgeon Office,jhalakathi@cs.dghs.gov.bd,Barisal,Jhalakathi,4/19/2026,,,3,0,0,0,2,2,,,,,,,,,,,
Jhenaidah Civil Surgeon Office,jhenaidah@cs.dghs.gov.bd,Khulna,Jhenaidah,4/19/2026,,,2,0,0,0,2,4,,,,,,,,,,,
Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,Rajshahi,Joypurhat,4/19/2026,,,6,0,0,0,5,5,,,,,,,,,,,
Khagrachhari Civil Surgeon Office,khagrachhari@cs.dghs.gov.bd,Chattogram,Khagrachhari,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khidmah Hospital(Pvt.) Ltd.,info@khidmahhospital.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khulna Civil Surgeon Office,khulna@cs.dghs.gov.bd,Khulna,Khulna,4/19/2026,,,8,0,0,0,8,0,,,,,,,,,,,
Kishoreganj Civil Surgeon Office,kishoreganj@cs.dghs.gov.bd,Dhaka,Kishoreganj,4/19/2026,,,16,0,0,0,9,7,,,,,,,,,,,
Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,Rangpur,Kurigram,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Kurmitola General Hospital,curmitolahospital@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,3,0,0,0,2,1,,,,,,,,,,,
Kushtia Civil Surgeon Office,kushtia@cs.dghs.gov.bd,Khulna,Kushtia,4/19/2026,,,25,0,0,0,25,13,,,,,,,,,,,
Kuwait Bangladesh Friendship Govt. Hospital,kbfgh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,2,0,0,0,0,1,,,,,,,,,,,
Labaid Hospital,shankarpanday144@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Lakshmipur Civil Surgeon Office,lakshmipur@cs.dghs.gov.bd,Chattogram,Lakshmipur,4/19/2026,,,21,0,0,0,21,14,,,,,,,,,,,
Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,Rangpur,Lalmonirhat,4/19/2026,,,8,0,0,0,5,2,,,,,,,,,,,
Madaripur Civil Surgeon Office,madaripur@cs.dghs.gov.bd,Dhaka,Madaripur,4/19/2026,,,3,0,0,0,3,2,,,,,,,,,,,
Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,Khulna,Magura,4/19/2026,,,5,0,0,0,5,2,,,,,,,,,,,
Manikganj Civil Surgeon Office,manikganj@cs.dghs.gov.bd,Dhaka,Manikganj,4/19/2026,,,14,0,0,0,14,3,,,,,,,,,,,
Medical College for Women & Hospital,nurarubel@outlook.com,Dhaka,Dhaka,4/19/2026,,,2,2,0,0,2,0,,,,,,,,,,,
Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,Khulna,Meherpur,4/19/2026,,,7,0,0,0,6,7,,,,,,,,,,,
Millennium Specialized Hospital Ltd.,infomshl99@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,3,,,,,,,,,,,
moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,Sylhet,moulvibazar,4/19/2026,,,9,0,0,0,9,15,,,,,,,,,,,
"Mugda Medical College Hospital, Dhaka",first@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,11,0,0,0,11,13,,,,,,,,,,,
Munshiganj Civil Surgeon Office,munshiganj@cs.dghs.gov.bd,Dhaka,Munshiganj,4/19/2026,,,4,0,0,0,2,5,,,,,,,,,,,
Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,Mymensingh,Mymensingh,4/19/2026,,,3,0,0,0,1,1,,,,,,,,,,,
Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,Rajshahi,Naogaon,4/19/2026,,,6,0,0,0,6,4,,,,,,,,,,,
Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,Khulna,Narail,4/19/2026,,,12,0,0,0,12,5,,,,,,,,,,,
Narayanganj Civil Surgeon Office,narayanganj@cs.dghs.gov.bd,Dhaka,Narayanganj,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Narsingdi Civil Surgeon Office,narsingdi@cs.dghs.gov.bd,Dhaka,Narsingdi,4/19/2026,,,8,0,0,0,8,5,,,,,,,,,,,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),nitor@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,Rajshahi,Natore,4/19/2026,,,12,0,0,0,1,2,,,,,,,,,,,
Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,Mymensingh,Netrokona,4/19/2026,,,17,0,0,0,3,11,,,,,,,,,,,
Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,Rangpur,Nilphamari,4/19/2026,,,2,0,0,0,2,1,,,,,,,,,,,
Noakhali Civil Surgeon Office,noakhali@cs.dghs.gov.bd,Chattogram,Noakhali,4/19/2026,,,10,0,0,0,10,0,,,,,,,,,,,
Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,Rajshahi,Pabna,4/19/2026,,,14,0,0,0,14,9,,,,,,,,,,,
Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,Rangpur,Panchagarh,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Patuakhali Civil Surgeon Office,patuakhali@cs.dghs.gov.bd,Barisal,Patuakhali,4/19/2026,,,20,0,0,0,20,3,,,,,,,,,,,
Pirojpur Civil Surgeon Office,pirojpur@cs.dghs.gov.bd,Barisal,Pirojpur,4/19/2026,,,8,0,0,0,8,5,,,,,,,,,,,
Rajbari Civil Surgeon Office,rajbari@cs.dghs.gov.bd,Dhaka,Rajbari,4/19/2026,,,0,0,0,0,0,2,,,,,,,,,,,
Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,Rajshahi,Rajshahi,4/19/2026,,,0,0,0,0,5,0,,,,,,,,,,,
Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,Rajshahi,Rajshahi,4/19/2026,,,132,0,1,0,10,26,,,,,,,,,,,
Rangamati Civil Surgeon Office,rangamati@cs.dghs.gov.bd,Chattogram,Rangamati,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,Rangpur,Rangpur,4/19/2026,,,1,0,0,0,0,0,,,,,,,,,,,
Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,Khulna,Satkhira,4/19/2026,,,2,0,0,0,2,2,,,,,,,,,,,
"Shaheed Monsur Ali Medical College Hospital, Uttara, Dhaka",smamch.1995@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,1,0,,,,,,,,,,,
Shaheed Suhrawardy Medical College Hospital,ssh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,41,2,0,0,33,36,,,,,,,,,,,
Shariatpur Civil Surgeon Office,shariatpur@cs.dghs.gov.bd,Dhaka,Shariatpur,4/19/2026,,,4,0,0,0,4,10,,,,,,,,,,,
Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,Mymensingh,Sherpur,4/19/2026,,,4,0,0,0,4,11,,,,,,,,,,,
Sir Salimullah Medical College Mitford Hospital Dhaka,mitford@hospi.dghs.gov.bd,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,1,1,,,,,,,,,,,
Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,Rajshahi,Sirajganj,4/19/2026,,,14,14,0,0,14,6,,,,,,,,,,,
Square Hospital Ltd,muktadir@squarehospital.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,Sylhet,Sunamganj,4/19/2026,,,15,0,0,0,15,7,,,,,,,,,,,
Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,Sylhet,Sylhet,4/19/2026,,,19,0,0,0,17,8,,,,,,,,,,,
Tangail Civil Surgeon Office,tangail@cs.dghs.gov.bd,Dhaka,Tangail,4/19/2026,,,31,0,0,0,20,4,,,,,,,,,,,
Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,Rangpur,Thakurgaon,4/19/2026,,,5,0,0,0,5,1,,,,,,,,,,,
United Medical College Hospital,unknown@umch.com,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Universal medical college hospital,umcrc2022@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,1,0,1,1,0,,,,,,,,,,,
Uttara Crescent Hospital,shuvo.uch@gmail.com,Dhaka,Dhaka,4/19/2026,,,0,1,0,0,1,1,,,,,,,,,,,
"Zainul Haque Sikder Women's Medical College & Hospital (Pvt.) Ltd. , Gulshan Branch",info@sikderhospital.net,Dhaka,Dhaka,4/19/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Aichi Hospital Ltd.,sabik.aichi@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
AMZ Hospital Ltd.,amzhospitalltd.mis10699@gmail.com,Dhaka,Dhaka,4/20/2026,,,1,1,0,0,1,0,,,,,,,,,,,
Anwer khan modern medical college Hospital,akmmchcovid19@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,9,0,0,1,0,,,,,,,,,,,
Asgar Ali Hospital,zahidulhaq@asgaralihospital.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,Khulna,Bagerhat,4/20/2026,,,2,0,0,0,2,2,,,,,,,,,,,
bandarban Civil Surgeon Office,bandarban@cs.dghs.gov.bd,Chattogram,bandarban,4/20/2026,,,1,0,0,0,1,1,,,,,,,,,,,
Bangladesh medical University,bmu@example.com,Dhaka,Dhaka,4/20/2026,,,4,6,0,0,6,4,,,,,,,,,,,
Bangladesh Shishu Hospital & Institute,epiddsh@gmail.com,Dhaka,Dhaka,4/20/2026,,,5,0,0,0,5,3,,,,,,,,,,,
Bangladesh Specialized Hospital PLC,bshl.dhaka@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Barguna Civil Surgeon Office,barguna@cs.dghs.gov.bd,Barisal,Barguna,4/20/2026,,,13,0,0,0,5,6,,,,,,,,,,,
Barisal Civil Surgeon Office,barisal@cs.dghs.gov.bd,Barisal,Barisal,4/20/2026,,,13,0,0,0,14,3,,,,,,,,,,,
Bhola Civil Surgeon Office,bhola@cs.dghs.gov.bd,Barisal,Bhola,4/20/2026,,,11,2,0,0,11,6,,,,,,,,,,,
BIHS General Hospital,mhasemanto@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,1,0,0,0,4,,,,,,,,,,,
BIRDEM Women & Children Hospital,birdem-2@dab-bd.org,Dhaka,Dhaka,4/20/2026,,,1,0,0,0,1,1,,,,,,,,,,,
Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,Rajshahi,Bogura,4/20/2026,,,0,0,0,0,15,24,,,,,,,,,,,
Brahmanbaria Civil Surgeon Office,brahmanbaria@cs.dghs.gov.bd,Chattogram,Brahmanbaria,4/20/2026,,,6,0,0,0,6,14,,,,,,,,,,,
BRB Hospital Ltd,rasel.hr@brbhospital.com,Dhaka,Dhaka,4/20/2026,,,1,0,0,0,1,2,,,,,,,,,,,
Central Police Hospital Rajarbag Dhaka,unkown@cph.gov.bd,Dhaka,Dhaka,4/20/2026,,,0,2,0,0,0,1,,,,,,,,,,,
Chandpur Civil Surgeon Office,chandpur@cs.dghs.gov.bd,Chattogram,Chandpur,4/20/2026,,,16,0,0,0,16,17,,,,,,,,,,,
chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,Rajshahi,chapainawabganj,4/20/2026,,,28,0,0,0,28,15,,,,,,,,,,,
Chattogram Civil Surgeon Office,chittagong@cs.dghs.gov.bd,Chattogram,Chattogram,4/20/2026,,,32,0,0,0,32,22,,,,,,,,,,,
Chuadanga Civil Surgeon Office,chuadanga@cs.dghs.gov.bd,Khulna,Chuadanga,4/20/2026,,,2,0,0,0,2,2,,,,,,,,,,,
City Hospital Ltd.,cityhosp.bd@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Continental Hospital,continental@example.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Cox's Bazar Civil Surgeon Office,coxsbazar@cs.dghs.gov.bd,Chattogram,Cox's Bazar,4/20/2026,,,35,0,0,0,35,51,,,,,,,,,,,
Cumilla Civil Surgeon Office,cumilla@cs.dghs.gov.bd,Chattogram,Cumilla,4/20/2026,,,30,0,1,0,26,19,,,,,,,,,,,
Delta Hospital Ltd.,amiruldelta@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Dhaka Civil Surgeon Office,dhaka@cs.dghs.gov.bd,Dhaka,Dhaka,4/20/2026,,,13,0,0,0,13,18,,,,,,,,,,,
Dhaka Community Medical College Hospital,ashrafulislamirfan@gmail.com,Dhaka,Dhaka,4/20/2026,,,69,2,0,0,2,1,,,,,,,,,,,
Dhaka medical College hospital,dmch@hospi.dghs.gov.bd,Dhaka,Dhaka,4/20/2026,,,1,1,1,1,1,1,,,,,,,,,,,
Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,Rangpur,Dinajpur,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",dncc.covid@hospi.dghs.gov.bd,Dhaka,Dhaka,4/20/2026,,,199,89,0,0,127,83,,,,,,,,,,,
Dr. M R Khan Shishu Hospital & Institute of Child Health,mrkhan.shishu@gmail.com,Dhaka,Dhaka,4/20/2026,,,30,15,0,0,9,9,,,,,,,,,,,
Dr. Sirajul Islam Medical College & Hospital Ltd.,simch.bd@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,1,0,0,1,2,,,,,,,,,,,
Enam Medical College & Hospital,info@emch.com.bd,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,5,2,,,,,,,,,,,
"Evercare Hospital, Dhaka",mrdept@evercarebd.com,Dhaka,Dhaka,4/20/2026,,,0,1,0,0,0,0,,,,,,,,,,,
Faridpur Civil Surgeon Office,faridpur@cs.dghs.gov.bd,Dhaka,Faridpur,4/20/2026,,,15,0,0,0,15,18,,,,,,,,,,,
Feni Civil Surgeon Office,feni@cs.dghs.gov.bd,Chattogram,Feni,4/20/2026,,,6,0,0,0,4,0,,,,,,,,,,,
Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,Rangpur,Gaibandha,4/20/2026,,,3,0,0,0,3,0,,,,,,,,,,,
Gazipur Civil Surgeon Office,gazipur@cs.dghs.gov.bd,Dhaka,Gazipur,4/20/2026,,,20,0,0,0,20,18,,,,,,,,,,,
Gopalganj Civil Surgeon Office,gopalganj@cs.dghs.gov.bd,Dhaka,Gopalganj  ,4/20/2026,,,20,0,0,0,16,10,,,,,,,,,,,
Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,Sylhet,Habiganj,4/20/2026,,,1,0,0,0,1,3,,,,,,,,,,,
Hi-Care General Hospital Ltd.,hicare13@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Holy Family Red Crescent Medical College Hospital,hfrcmchdhaka@yahoo.com,Dhaka,Dhaka,4/20/2026,,,0,2,0,0,0,2,,,,,,,,,,,
Ibn Sina Medical College Hospital,ismchoffice@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",kidh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/20/2026,,,32,0,0,0,13,15,,,,,,,,,,,
Insaf Barakah Kidney & General Hospital,insafbarakah@gmail.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,Mymensingh,Jamalpur,4/20/2026,,,3,0,0,0,3,2,,,,,,,,,,,
Japan Bangladesh Friendship Hospital Ltd.,jbfh24@yahoo.com,Dhaka,Dhaka,4/20/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jashore Civil Surgeon Office,jashore@cs.dghs.gov.bd,Khulna,Jashore,4/20/2026,,,25,0,0,0,19,25,,,,,,,,,,,
Jhalakathi Civil Surgeon Office,jhalakathi@cs.dghs.gov.bd,Barisal,Jhalakathi,4/20/2026,,,3,0,0,0,2,2,,,,,,,,,,,
Jhenaidah Civil Surgeon Office,jhenaidah@cs.dghs.gov.bd,Khulna,Jhenaidah,4/20/2026,,,6,0,0,0,6,5,,,,,,,,,,,
Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,Rajshahi,Joypurhat,4/20/2026,,,5,0,0,0,4,4,,,,,,,,,,,
